Dex,MoveName,Method
168,"Scary Face","Level 1"
168,"Constrict","Level 1"
168,"Scary Face","Level 6"
168,"Constrict","Level 11"
168,"Night Shade","Level 17"
168,"Leech Life","Level 25"
168,"Fury Swipes","Level 34"
168,"Spider Web","Level 43"
168,"Agility","Level 53"
168,"Psychic","Level 63"
348,"Scratch","Level 1"
348,"Harden","Level 1"
348,"Mud Sport","Level 1"
348,"Water Gun","Level 1"
348,"Harden","Level 7"
348,"Mud Sport","Level 13"
348,"Water Gun","Level 19"
348,"Metal Claw","Level 25"
348,"Protect","Level 31"
348,"AncientPower","Level 37"
348,"Fury Cutter","Level 46"
348,"Slash","Level 55"
348,"Rock Blast","Level 64"
304,"Tackle","Level 1"
304,"Harden","Level 4"
304,"Mud-Slap","Level 7"
304,"Headbutt","Level 10"
304,"Metal Claw","Level 13"
304,"Iron Defense","Level 17"
304,"Roar","Level 21"
304,"Take Down","Level 25"
304,"Iron Tail","Level 29"
304,"Protect","Level 34"
304,"Metal Sound","Level 39"
304,"Double-Edge","Level 44"
144,"Gust","Level 1"
144,"Powder Snow","Level 1"
144,"Mist","Level 13"
144,"Agility","Level 25"
144,"Mind Reader","Level 37"
144,"Ice Beam","Level 49"
144,"Reflect","Level 61"
144,"Blizzard","Level 73"
144,"Sheer Cold","Level 85"
184,"Tackle","Level 1"
184,"Defense Curl","Level 1"
184,"Tail Whip","Level 1"
184,"Water Gun","Level 1"
184,"Defense Curl","Level 3"
184,"Tail Whip","Level 6"
184,"Water Gun","Level 10"
184,"Rollout","Level 15"
184,"BubbleBeam","Level 24"
184,"Double-Edge","Level 34"
184,"Rain Dance","Level 45"
184,"Hydro Pump","Level 57"
298,"Splash","Level 1"
298,"Charm","Level 3"
298,"Tail Whip","Level 6"
298,"Bubble","Level 10"
298,"Slam","Level 15"
298,"Water Gun","Level 21"
371,"Rage","Level 1"
371,"Bite","Level 5"
371,"Leer","Level 9"
371,"Headbutt","Level 17"
371,"Focus Energy","Level 21"
371,"Ember","Level 25"
371,"DragonBreath","Level 33"
371,"Scary Face","Level 37"
371,"Crunch","Level 41"
371,"Dragon Claw","Level 49"
371,"Double-Edge","Level 53"
343,"Confusion","Level 1"
343,"Harden","Level 3"
343,"Rapid Spin","Level 5"
343,"Mud-Slap","Level 7"
343,"Psybeam","Level 11"
343,"Rock Tomb","Level 15"
343,"Selfdestruct","Level 19"
343,"AncientPower","Level 25"
343,"Sandstorm","Level 31"
343,"Cosmic Power","Level 37"
343,"Explosion","Level 45"
354,"Knock Off","Level 1"
354,"Screech","Level 1"
354,"Night Shade","Level 1"
354,"Curse","Level 1"
354,"Screech","Level 8"
354,"Night Shade","Level 13"
354,"Curse","Level 20"
354,"Spite","Level 25"
354,"Will-O-Wisp","Level 32"
354,"Faint Attack","Level 39"
354,"Shadow Ball","Level 48"
354,"Snatch","Level 55"
354,"Grudge","Level 64"
339,"Mud-Slap","Level 1"
339,"Mud Sport","Level 6"
339,"Water Sport","Level 6"
339,"Water Gun","Level 11"
339,"Magnitude","Level 16"
339,"Amnesia","Level 21"
339,"Rest","Level 26"
339,"Snore","Level 26"
339,"Earthquake","Level 31"
339,"Future Sight","Level 36"
339,"Fissure","Level 41"
153,"Tackle","Level 1"
153,"Growl","Level 1"
153,"Razor Leaf","Level 1"
153,"Reflect","Level 1"
153,"Razor Leaf","Level 8"
153,"Reflect","Level 12"
153,"PoisonPowder","Level 15"
153,"Synthesis","Level 23"
153,"Body Slam","Level 31"
153,"Light Screen","Level 39"
153,"Safeguard","Level 47"
153,"SolarBeam","Level 55"
267,"Absorb","Level 1"
267,"Absorb","Level 10"
267,"Gust","Level 13"
267,"Stun Spore","Level 17"
267,"Morning Sun","Level 20"
267,"Mega Drain","Level 24"
267,"Whirlwind","Level 27"
267,"Attract","Level 31"
267,"Silver Wind","Level 34"
267,"Giga Drain","Level 38"
15,"Fury Attack","Level 1"
15,"Fury Attack","Level 10"
15,"Focus Energy","Level 15"
15,"Twineedle","Level 20"
15,"Rage","Level 25"
15,"Pursuit","Level 30"
15,"Pin Missile","Level 35"
15,"Agility","Level 40"
15,"Endeavor","Level 45"
374,"Take Down","Level 1"
182,"Absorb","Level 1"
182,"Sweet Scent","Level 1"
182,"Stun Spore","Level 1"
182,"Magical Leaf","Level 1"
182,"Petal Dance","Level 44"
182,"SolarBeam","Level 55"
69,"Vine Whip","Level 1"
69,"Growth","Level 6"
69,"Wrap","Level 11"
69,"Sleep Powder","Level 15"
69,"PoisonPowder","Level 17"
69,"Stun Spore","Level 19"
69,"Acid","Level 23"
69,"Sweet Scent","Level 30"
69,"Razor Leaf","Level 37"
69,"Slam","Level 45"
9,"Tackle","Level 1"
9,"Tail Whip","Level 1"
9,"Bubble","Level 1"
9,"Withdraw","Level 1"
9,"Tail Whip","Level 4"
9,"Bubble","Level 7"
9,"Withdraw","Level 10"
9,"Water Gun","Level 13"
9,"Bite","Level 19"
9,"Rapid Spin","Level 25"
9,"Protect","Level 31"
9,"Rain Dance","Level 42"
9,"Skull Bash","Level 55"
9,"Hydro Pump","Level 68"
257,"Fire Punch","Level 1"
257,"Scratch","Level 1"
257,"Growl","Level 1"
257,"Focus Energy","Level 1"
257,"Ember","Level 1"
257,"Focus Energy","Level 7"
257,"Ember","Level 13"
257,"Double Kick","Level 16"
257,"Peck","Level 17"
257,"Sand-Attack","Level 21"
257,"Bulk Up","Level 28"
257,"Quick Attack","Level 32"
257,"Blaze Kick","Level 36"
257,"Slash","Level 42"
257,"Mirror Move","Level 49"
257,"Sky Uppercut","Level 59"
242,"Pound","Level 1"
242,"Growl","Level 1"
242,"Tail Whip","Level 4"
242,"Refresh","Level 7"
242,"Softboiled","Level 10"
242,"DoubleSlap","Level 13"
242,"Minimize","Level 18"
242,"Sing","Level 23"
242,"Egg Bomb","Level 28"
242,"Defense Curl","Level 33"
242,"Light Screen","Level 40"
242,"Double-Edge","Level 47"
286,"Absorb","Level 1"
286,"Tackle","Level 1"
286,"Stun Spore","Level 1"
286,"Leech Seed","Level 1"
286,"Tackle","Level 4"
286,"Stun Spore","Level 7"
286,"Leech Seed","Level 10"
286,"Mega Drain","Level 16"
286,"Headbutt","Level 22"
286,"Mach Punch","Level 23"
286,"Counter","Level 28"
286,"Sky Uppercut","Level 36"
286,"Mind Reader","Level 45"
286,"DynamicPunch","Level 54"
1,"Tackle","Level 1"
1,"Growl","Level 4"
1,"Leech Seed","Level 7"
1,"Vine Whip","Level 10"
1,"PoisonPowder","Level 15"
1,"Sleep Powder","Level 15"
1,"Razor Leaf","Level 20"
1,"Sweet Scent","Level 25"
1,"Growth","Level 32"
1,"Synthesis","Level 39"
1,"SolarBeam","Level 46"
12,"Confusion","Level 1"
12,"Confusion","Level 10"
12,"PoisonPowder","Level 13"
12,"Stun Spore","Level 14"
12,"Sleep Powder","Level 15"
12,"Supersonic","Level 18"
12,"Whirlwind","Level 23"
12,"Gust","Level 28"
12,"Psybeam","Level 34"
12,"Safeguard","Level 40"
12,"Silver Wind","Level 47"
331,"Poison Sting","Level 1"
331,"Leer","Level 1"
331,"Absorb","Level 5"
331,"Growth","Level 9"
331,"Leech Seed","Level 13"
331,"Sand-Attack","Level 17"
331,"Pin Missile","Level 21"
331,"Ingrain","Level 25"
331,"Faint Attack","Level 29"
331,"Spikes","Level 33"
331,"Needle Arm","Level 37"
331,"Cotton Spore","Level 41"
331,"Sandstorm","Level 45"
332,"Poison Sting","Level 1"
332,"Leer","Level 1"
332,"Absorb","Level 1"
332,"Growth","Level 1"
332,"Absorb","Level 5"
332,"Growth","Level 9"
332,"Leech Seed","Level 13"
332,"Sand-Attack","Level 17"
332,"Pin Missile","Level 21"
332,"Ingrain","Level 25"
332,"Faint Attack","Level 29"
332,"Spikes","Level 35"
332,"Needle Arm","Level 41"
332,"Cotton Spore","Level 47"
332,"Sandstorm","Level 53"
323,"Growl","Level 1"
323,"Tackle","Level 1"
323,"Ember","Level 1"
323,"Magnitude","Level 1"
323,"Ember","Level 11"
323,"Magnitude","Level 19"
323,"Focus Energy","Level 25"
323,"Take Down","Level 29"
323,"Amnesia","Level 31"
323,"Rock Slide","Level 33"
323,"Earthquake","Level 37"
323,"Eruption","Level 45"
323,"Fissure","Level 55"
318,"Bite","Level 1"
318,"Leer","Level 1"
318,"Rage","Level 7"
318,"Focus Energy","Level 13"
318,"Scary Face","Level 16"
318,"Crunch","Level 22"
318,"Screech","Level 28"
318,"Take Down","Level 31"
318,"Swagger","Level 37"
318,"Agility","Level 43"
268,"Harden","Level 1"
268,"Harden","Level 7"
351,"Tackle","Level 1"
351,"Water Gun","Level 10"
351,"Ember","Level 10"
351,"Powder Snow","Level 10"
351,"Rain Dance","Level 20"
351,"Sunny Day","Level 20"
351,"Hail","Level 20"
351,"Weather Ball","Level 30"
10,"Tackle","Level 1"
10,"String Shot","Level 1"
251,"Leech Seed","Level 1"
251,"Confusion","Level 1"
251,"Recover","Level 1"
251,"Heal Bell","Level 1"
251,"Safeguard","Level 10"
251,"AncientPower","Level 20"
251,"Future Sight","Level 30"
251,"Baton Pass","Level 40"
251,"Perish Song","Level 50"
113,"Pound","Level 1"
113,"Growl","Level 1"
113,"Tail Whip","Level 5"
113,"Refresh","Level 9"
113,"Softboiled","Level 13"
113,"DoubleSlap","Level 17"
113,"Minimize","Level 23"
113,"Sing","Level 29"
113,"Egg Bomb","Level 35"
113,"Defense Curl","Level 41"
113,"Light Screen","Level 49"
113,"Double-Edge","Level 57"
6,"Scratch","Level 1"
6,"Growl","Level 1"
6,"Ember","Level 1"
6,"Ember","Level 7"
6,"SmokeScreen","Level 13"
6,"Scary Face","Level 27"
6,"Flamethrower","Level 34"
6,"Wing Attack","Level 36"
6,"Slash","Level 44"
6,"Dragon Rage","Level 54"
6,"Fire Spin","Level 64"
4,"Scratch","Level 1"
4,"Growl","Level 1"
4,"Ember","Level 7"
4,"SmokeScreen","Level 13"
4,"Scary Face","Level 25"
4,"Flamethrower","Level 31"
4,"Slash","Level 37"
4,"Dragon Rage","Level 43"
4,"Fire Spin","Level 49"
5,"Scratch","Level 1"
5,"Growl","Level 1"
5,"Ember","Level 1"
5,"Ember","Level 7"
5,"SmokeScreen","Level 13"
5,"Scary Face","Level 27"
5,"Flamethrower","Level 34"
5,"Slash","Level 41"
5,"Dragon Rage","Level 48"
5,"Fire Spin","Level 55"
152,"Tackle","Level 1"
152,"Growl","Level 1"
152,"Razor Leaf","Level 8"
152,"Reflect","Level 12"
152,"PoisonPowder","Level 15"
152,"Synthesis","Level 22"
152,"Body Slam","Level 29"
152,"Light Screen","Level 36"
152,"Safeguard","Level 43"
152,"SolarBeam","Level 50"
358,"Wrap","Level 1"
358,"Growl","Level 6"
358,"Astonish","Level 9"
358,"Confusion","Level 14"
358,"Take Down","Level 17"
358,"Uproar","Level 22"
358,"Yawn","Level 25"
358,"Psywave","Level 30"
358,"Double-Edge","Level 33"
358,"Heal Bell","Level 38"
358,"Safeguard","Level 41"
358,"Psychic","Level 46"
170,"Bubble","Level 1"
170,"Thunder Wave","Level 1"
170,"Supersonic","Level 5"
170,"Flail","Level 13"
170,"Water Gun","Level 17"
170,"Spark","Level 25"
170,"Confuse Ray","Level 29"
170,"Take Down","Level 37"
170,"Hydro Pump","Level 41"
170,"Charge","Level 49"
366,"Clamp","Level 1"
366,"Iron Defense","Level 1"
366,"Water Gun","Level 1"
366,"Whirlpool","Level 1"
344,"Teleport","Level 1"
344,"Confusion","Level 1"
344,"Harden","Level 1"
344,"Rapid Spin","Level 1"
344,"Harden","Level 3"
344,"Rapid Spin","Level 5"
344,"Mud-Slap","Level 7"
344,"Psybeam","Level 11"
344,"Rock Tomb","Level 15"
344,"Selfdestruct","Level 19"
344,"AncientPower","Level 25"
344,"Sandstorm","Level 31"
344,"Hyper Beam","Level 36"
344,"Cosmic Power","Level 42"
344,"Explosion","Level 55"
36,"Sing","Level 1"
36,"DoubleSlap","Level 1"
36,"Minimize","Level 1"
36,"Metronome","Level 1"
35,"Pound","Level 1"
35,"Growl","Level 1"
35,"Encore","Level 5"
35,"Sing","Level 9"
35,"DoubleSlap","Level 13"
35,"Follow Me","Level 17"
35,"Minimize","Level 21"
35,"Defense Curl","Level 25"
35,"Metronome","Level 29"
35,"Cosmic Power","Level 33"
35,"Moonlight","Level 37"
35,"Light Screen","Level 41"
35,"Meteor Mash","Level 45"
173,"Pound","Level 1"
173,"Charm","Level 1"
173,"Encore","Level 4"
173,"Sing","Level 8"
173,"Sweet Kiss","Level 13"
91,"Withdraw","Level 1"
91,"Supersonic","Level 1"
91,"Aurora Beam","Level 1"
91,"Protect","Level 1"
91,"Spikes","Level 33"
91,"Spike Cannon","Level 41"
256,"Scratch","Level 1"
256,"Growl","Level 1"
256,"Focus Energy","Level 1"
256,"Ember","Level 1"
256,"Focus Energy","Level 7"
256,"Ember","Level 13"
256,"Double Kick","Level 16"
256,"Peck","Level 17"
256,"Sand-Attack","Level 21"
256,"Bulk Up","Level 28"
256,"Quick Attack","Level 32"
256,"Slash","Level 39"
256,"Mirror Move","Level 43"
256,"Sky Uppercut","Level 50"
341,"Bubble","Level 1"
341,"Harden","Level 7"
341,"ViceGrip","Level 10"
341,"Leer","Level 13"
341,"BubbleBeam","Level 20"
341,"Protect","Level 23"
341,"Knock Off","Level 26"
341,"Taunt","Level 32"
341,"Crabhammer","Level 35"
341,"Swords Dance","Level 38"
341,"Guillotine","Level 44"
222,"Tackle","Level 1"
222,"Harden","Level 6"
222,"Bubble","Level 12"
222,"Recover","Level 17"
222,"Refresh","Level 17"
222,"BubbleBeam","Level 23"
222,"Spike Cannon","Level 28"
222,"Rock Blast","Level 34"
222,"Mirror Coat","Level 39"
222,"AncientPower","Level 45"
346,"Astonish","Level 1"
346,"Constrict","Level 1"
346,"Acid","Level 1"
346,"Ingrain","Level 1"
346,"Constrict","Level 8"
346,"Acid","Level 15"
346,"Ingrain","Level 22"
346,"Confuse Ray","Level 29"
346,"Amnesia","Level 36"
346,"AncientPower","Level 48"
346,"Stockpile","Level 60"
346,"Swallow","Level 60"
346,"Spit Up","Level 60"
342,"Bubble","Level 1"
342,"Harden","Level 1"
342,"ViceGrip","Level 1"
342,"Leer","Level 1"
342,"Harden","Level 7"
342,"ViceGrip","Level 10"
342,"Leer","Level 13"
342,"BubbleBeam","Level 20"
342,"Protect","Level 23"
342,"Knock Off","Level 26"
342,"Taunt","Level 34"
342,"Crabhammer","Level 39"
342,"Swords Dance","Level 44"
342,"Guillotine","Level 52"
169,"Screech","Level 1"
169,"Leech Life","Level 1"
169,"Supersonic","Level 1"
169,"Astonish","Level 1"
169,"Supersonic","Level 6"
169,"Astonish","Level 11"
169,"Bite","Level 16"
169,"Wing Attack","Level 21"
169,"Confuse Ray","Level 28"
169,"Air Cutter","Level 35"
169,"Mean Look","Level 42"
169,"Poison Fang","Level 49"
169,"Haze","Level 56"
159,"Scratch","Level 1"
159,"Leer","Level 1"
159,"Rage","Level 1"
159,"Rage","Level 7"
159,"Water Gun","Level 13"
159,"Bite","Level 21"
159,"Scary Face","Level 28"
159,"Slash","Level 37"
159,"Screech","Level 45"
159,"Hydro Pump","Level 55"
104,"Growl","Level 1"
104,"Tail Whip","Level 5"
104,"Bone Club","Level 9"
104,"Headbutt","Level 13"
104,"Leer","Level 17"
104,"Focus Energy","Level 21"
104,"Bonemerang","Level 25"
104,"Rage","Level 29"
104,"False Swipe","Level 33"
104,"Thrash","Level 37"
104,"Bone Rush","Level 41"
104,"Double-Edge","Level 45"
155,"Tackle","Level 1"
155,"Leer","Level 1"
155,"SmokeScreen","Level 6"
155,"Ember","Level 12"
155,"Quick Attack","Level 19"
155,"Flame Wheel","Level 27"
155,"Swift","Level 36"
155,"Flamethrower","Level 46"
301,"Growl","Level 1"
301,"Attract","Level 1"
301,"Sing","Level 1"
301,"DoubleSlap","Level 1"
225,"Present","Level 1"
386,"Leer","Level 1"
386,"Wrap","Level 1"
386,"Night Shade","Level 5"
386,"Teleport","Level 10"
386,"Knock Off","Level 15"
386,"Pursuit","Level 20"
386,"Psychic","Level 25"
386,"Snatch","Level 30"
386,"Cosmic Power","Level 35"
386,"Recover","Level 40"
386,"Psycho Boost","Level 45"
386,"Hyper Beam","Level 50"
386,"Leer","Level 1"
386,"Wrap","Level 1"
386,"Night Shade","Level 5"
386,"Teleport","Level 10"
386,"Taunt","Level 15"
386,"Pursuit","Level 20"
386,"Psychic","Level 25"
386,"Superpower","Level 30"
386,"Cosmic Power","Level 35"
386,"Zap Cannon","Level 40"
386,"Psycho Boost","Level 45"
386,"Hyper Beam","Level 50"
386,"Leer","Level 1"
386,"Wrap","Level 1"
386,"Night Shade","Level 5"
386,"Teleport","Level 10"
386,"Knock Off","Level 15"
386,"Spikes","Level 20"
386,"Psychic","Level 25"
386,"Snatch","Level 30"
386,"Iron Defense","Level 35"
386,"Amnesia","Level 35"
386,"Recover","Level 40"
386,"Psycho Boost","Level 45"
386,"Counter","Level 50"
386,"Mirror Coat","Level 50"
386,"Leer","Level 1"
386,"Wrap","Level 1"
386,"Night Shade","Level 5"
386,"Double Team","Level 10"
386,"Knock Off","Level 15"
386,"Pursuit","Level 20"
386,"Psychic","Level 25"
386,"Swift","Level 30"
386,"Agility","Level 35"
386,"Recover","Level 40"
386,"Psycho Boost","Level 45"
386,"ExtremeSpeed","Level 50"
87,"Headbutt","Level 1"
87,"Growl","Level 1"
87,"Icy Wind","Level 1"
87,"Aurora Beam","Level 1"
87,"Growl","Level 9"
87,"Icy Wind","Level 17"
87,"Aurora Beam","Level 21"
87,"Rest","Level 29"
87,"Sheer Cold","Level 34"
87,"Take Down","Level 42"
87,"Ice Beam","Level 51"
87,"Safeguard","Level 64"
50,"Scratch","Level 1"
50,"Sand-Attack","Level 1"
50,"Growl","Level 5"
50,"Magnitude","Level 9"
50,"Dig","Level 17"
50,"Mud-Slap","Level 25"
50,"Slash","Level 33"
50,"Earthquake","Level 41"
50,"Fissure","Level 49"
132,"Transform","Level 1"
85,"Peck","Level 1"
85,"Growl","Level 1"
85,"Pursuit","Level 1"
85,"Fury Attack","Level 1"
85,"Pursuit","Level 9"
85,"Fury Attack","Level 13"
85,"Tri Attack","Level 21"
85,"Rage","Level 25"
85,"Uproar","Level 38"
85,"Drill Peck","Level 47"
85,"Agility","Level 60"
84,"Peck","Level 1"
84,"Growl","Level 1"
84,"Pursuit","Level 9"
84,"Fury Attack","Level 13"
84,"Tri Attack","Level 21"
84,"Rage","Level 25"
84,"Uproar","Level 33"
84,"Drill Peck","Level 37"
84,"Agility","Level 45"
232,"Odor Sleuth","Level 1"
232,"Horn Attack","Level 1"
232,"Growl","Level 1"
232,"Defense Curl","Level 9"
232,"Flail","Level 17"
232,"Fury Attack","Level 25"
232,"Rollout","Level 33"
232,"Rapid Spin","Level 41"
232,"Earthquake","Level 49"
148,"Wrap","Level 1"
148,"Leer","Level 1"
148,"Thunder Wave","Level 1"
148,"Twister","Level 1"
148,"Thunder Wave","Level 8"
148,"Twister","Level 15"
148,"Dragon Rage","Level 22"
148,"Slam","Level 29"
148,"Agility","Level 38"
148,"Safeguard","Level 47"
148,"Outrage","Level 56"
148,"Hyper Beam","Level 65"
149,"Wrap","Level 1"
149,"Leer","Level 1"
149,"Thunder Wave","Level 1"
149,"Twister","Level 1"
149,"Thunder Wave","Level 8"
149,"Twister","Level 15"
149,"Dragon Rage","Level 22"
149,"Slam","Level 29"
149,"Agility","Level 38"
149,"Safeguard","Level 47"
149,"Wing Attack","Level 55"
149,"Outrage","Level 61"
149,"Hyper Beam","Level 75"
147,"Wrap","Level 1"
147,"Leer","Level 1"
147,"Thunder Wave","Level 8"
147,"Twister","Level 15"
147,"Dragon Rage","Level 22"
147,"Slam","Level 29"
147,"Agility","Level 36"
147,"Safeguard","Level 43"
147,"Outrage","Level 50"
147,"Hyper Beam","Level 57"
96,"Pound","Level 1"
96,"Hypnosis","Level 1"
96,"Disable","Level 10"
96,"Confusion","Level 18"
96,"Headbutt","Level 25"
96,"Poison Gas","Level 31"
96,"Meditate","Level 36"
96,"Psychic","Level 40"
96,"Psych Up","Level 43"
96,"Future Sight","Level 45"
51,"Tri Attack","Level 1"
51,"Scratch","Level 1"
51,"Sand-Attack","Level 1"
51,"Growl","Level 1"
51,"Growl","Level 5"
51,"Magnitude","Level 9"
51,"Dig","Level 17"
51,"Mud-Slap","Level 25"
51,"Sand Tomb","Level 26"
51,"Slash","Level 38"
51,"Earthquake","Level 51"
51,"Fissure","Level 64"
206,"Rage","Level 1"
206,"Defense Curl","Level 4"
206,"Yawn","Level 11"
206,"Glare","Level 14"
206,"Spite","Level 21"
206,"Pursuit","Level 24"
206,"Screech","Level 31"
206,"Take Down","Level 34"
206,"Endeavor","Level 41"
356,"Bind","Level 1"
356,"Leer","Level 1"
356,"Night Shade","Level 1"
356,"Disable","Level 1"
356,"Disable","Level 5"
356,"Foresight","Level 12"
356,"Astonish","Level 16"
356,"Confuse Ray","Level 23"
356,"Pursuit","Level 27"
356,"Curse","Level 34"
356,"Shadow Punch","Level 37"
356,"Will-O-Wisp","Level 41"
356,"Mean Look","Level 51"
356,"Future Sight","Level 58"
355,"Leer","Level 1"
355,"Night Shade","Level 1"
355,"Disable","Level 5"
355,"Foresight","Level 12"
355,"Astonish","Level 16"
355,"Confuse Ray","Level 23"
355,"Pursuit","Level 27"
355,"Curse","Level 34"
355,"Will-O-Wisp","Level 38"
355,"Mean Look","Level 45"
355,"Future Sight","Level 49"
269,"Confusion","Level 1"
269,"Confusion","Level 10"
269,"Gust","Level 13"
269,"Protect","Level 17"
269,"Moonlight","Level 20"
269,"Psybeam","Level 24"
269,"Whirlwind","Level 27"
269,"Light Screen","Level 31"
269,"Silver Wind","Level 34"
269,"Toxic","Level 38"
133,"Tackle","Level 1"
133,"Tail Whip","Level 1"
133,"Helping Hand","Level 1"
133,"Sand-Attack","Level 8"
133,"Growl","Level 16"
133,"Quick Attack","Level 23"
133,"Bite","Level 30"
133,"Baton Pass","Level 36"
133,"Take Down","Level 42"
23,"Wrap","Level 1"
23,"Leer","Level 1"
23,"Poison Sting","Level 8"
23,"Bite","Level 13"
23,"Glare","Level 20"
23,"Screech","Level 25"
23,"Acid","Level 32"
23,"Stockpile","Level 37"
23,"Swallow","Level 37"
23,"Spit Up","Level 37"
23,"Haze","Level 44"
125,"Quick Attack","Level 1"
125,"Leer","Level 1"
125,"ThunderPunch","Level 1"
125,"ThunderPunch","Level 9"
125,"Light Screen","Level 17"
125,"Swift","Level 25"
125,"Screech","Level 36"
125,"Thunderbolt","Level 47"
125,"Thunder","Level 58"
309,"Tackle","Level 1"
309,"Thunder Wave","Level 4"
309,"Leer","Level 9"
309,"Howl","Level 12"
309,"Quick Attack","Level 17"
309,"Spark","Level 20"
309,"Odor Sleuth","Level 25"
309,"Roar","Level 28"
309,"Bite","Level 33"
309,"Thunder","Level 36"
309,"Charge","Level 41"
101,"Charge","Level 1"
101,"Tackle","Level 1"
101,"Screech","Level 1"
101,"SonicBoom","Level 1"
101,"Screech","Level 8"
101,"SonicBoom","Level 15"
101,"Spark","Level 21"
101,"Selfdestruct","Level 27"
101,"Rollout","Level 34"
101,"Light Screen","Level 41"
101,"Swift","Level 48"
101,"Explosion","Level 54"
101,"Mirror Coat","Level 59"
239,"Quick Attack","Level 1"
239,"Leer","Level 1"
239,"ThunderPunch","Level 9"
239,"Light Screen","Level 17"
239,"Swift","Level 25"
239,"Screech","Level 33"
239,"Thunderbolt","Level 41"
239,"Thunder","Level 49"
244,"Bite","Level 1"
244,"Leer","Level 1"
244,"Ember","Level 11"
244,"Roar","Level 21"
244,"Fire Spin","Level 31"
244,"Stomp","Level 41"
244,"Flamethrower","Level 51"
244,"Swagger","Level 61"
244,"Fire Blast","Level 71"
244,"Calm Mind","Level 81"
196,"Tackle","Level 1"
196,"Tail Whip","Level 1"
196,"Helping Hand","Level 1"
196,"Sand-Attack","Level 8"
196,"Confusion","Level 16"
196,"Quick Attack","Level 23"
196,"Swift","Level 30"
196,"Psybeam","Level 36"
196,"Psych Up","Level 42"
196,"Psychic","Level 47"
196,"Morning Sun","Level 52"
102,"Uproar","Level 1"
102,"Barrage","Level 1"
102,"Hypnosis","Level 1"
102,"Reflect","Level 7"
102,"Leech Seed","Level 13"
102,"Confusion","Level 19"
102,"Stun Spore","Level 25"
102,"PoisonPowder","Level 31"
102,"Sleep Powder","Level 37"
102,"SolarBeam","Level 43"
103,"Confusion","Level 1"
103,"Barrage","Level 1"
103,"Hypnosis","Level 1"
103,"Stomp","Level 19"
103,"Egg Bomb","Level 31"
295,"Pound","Level 1"
295,"Uproar","Level 1"
295,"Astonish","Level 1"
295,"Howl","Level 1"
295,"Uproar","Level 5"
295,"Astonish","Level 11"
295,"Howl","Level 15"
295,"Supersonic","Level 23"
295,"Stomp","Level 29"
295,"Screech","Level 37"
295,"Hyper Beam","Level 40"
295,"Roar","Level 45"
295,"Rest","Level 55"
295,"Sleep Talk","Level 55"
295,"Hyper Voice","Level 63"
83,"Peck","Level 1"
83,"Sand-Attack","Level 6"
83,"Leer","Level 11"
83,"Fury Attack","Level 16"
83,"Knock Off","Level 21"
83,"Fury Cutter","Level 26"
83,"Swords Dance","Level 31"
83,"Agility","Level 36"
83,"Slash","Level 41"
83,"False Swipe","Level 46"
22,"Peck","Level 1"
22,"Growl","Level 1"
22,"Leer","Level 1"
22,"Fury Attack","Level 1"
22,"Leer","Level 7"
22,"Fury Attack","Level 13"
22,"Pursuit","Level 26"
22,"Mirror Move","Level 32"
22,"Drill Peck","Level 40"
22,"Agility","Level 47"
349,"Splash","Level 1"
349,"Tackle","Level 15"
349,"Flail","Level 30"
160,"Scratch","Level 1"
160,"Leer","Level 1"
160,"Rage","Level 1"
160,"Water Gun","Level 1"
160,"Rage","Level 7"
160,"Water Gun","Level 13"
160,"Bite","Level 21"
160,"Scary Face","Level 28"
160,"Slash","Level 38"
160,"Screech","Level 47"
160,"Hydro Pump","Level 58"
180,"Tackle","Level 1"
180,"Growl","Level 1"
180,"ThunderShock","Level 1"
