NDex#,Move
26,"Thunderbolt"
26,"Thunder Punch"
26,"Thunder Shock"
26,"Thunder Wave"
26,"Toxic"
26,"Uproar"
26,"Zap Cannon"
27,"Aerial Ace"
27,"Agility"
27,"Amnesia"
27,"Attract"
27,"Bide"
27,"Body Slam"
27,"Brick Break"
27,"Counter"
27,"Covet"
27,"Crush Claw"
27,"Curse"
27,"Cut"
27,"Defense Curl"
27,"Detect"
27,"Dig"
27,"Double-Edge"
27,"Double Team"
27,"Dynamic Punch"
27,"Earthquake"
27,"Endure"
27,"Facade"
27,"Fissure"
27,"Flail"
27,"Focus Punch"
27,"Frustration"
27,"Fury Cutter"
27,"Fury Swipes"
27,"Headbutt"
27,"Hidden Power"
27,"Iron Tail"
27,"Knock Off"
27,"Leech Life"
27,"Magnitude"
27,"Metal Claw"
27,"Mimic"
27,"Mud Shot"
27,"Mud-Slap"
27,"Poison Sting"
27,"Protect"
27,"Rage"
27,"Rapid Spin"
27,"Rest"
27,"Return"
27,"Rock Slide"
27,"Rock Smash"
27,"Rock Tomb"
27,"Rollout"
27,"Safeguard"
27,"Sand Attack"
27,"Sandstorm"
27,"Sand Tomb"
27,"Scratch"
27,"Secret Power"
27,"Seismic Toss"
27,"Skull Bash"
27,"Slash"
27,"Sleep Talk"
27,"Snore"
27,"Strength"
27,"Submission"
27,"Substitute"
27,"Sunny Day"
27,"Super Fang"
27,"Swagger"
27,"Swift"
27,"Swords Dance"
27,"Take Down"
27,"Thief"
27,"Toxic"
28,"Aerial Ace"
28,"Agility"
28,"Amnesia"
28,"Attract"
28,"Bide"
28,"Body Slam"
28,"Brick Break"
28,"Counter"
28,"Covet"
28,"Crush Claw"
28,"Curse"
28,"Cut"
28,"Defense Curl"
28,"Detect"
28,"Dig"
28,"Double-Edge"
28,"Double Team"
28,"Dynamic Punch"
28,"Earthquake"
28,"Endure"
28,"Facade"
28,"Fissure"
28,"Focus Punch"
28,"Frustration"
28,"Fury Cutter"
28,"Fury Swipes"
28,"Headbutt"
28,"Hidden Power"
28,"Hyper Beam"
28,"Iron Tail"
28,"Knock Off"
28,"Leech Life"
28,"Magnitude"
28,"Mimic"
28,"Mud Shot"
28,"Mud-Slap"
28,"Pin Missile"
28,"Poison Sting"
28,"Protect"
28,"Rage"
28,"Rapid Spin"
28,"Rest"
28,"Return"
28,"Rock Slide"
28,"Rock Smash"
28,"Rock Tomb"
28,"Rollout"
28,"Safeguard"
28,"Sand Attack"
28,"Sandstorm"
28,"Sand Tomb"
28,"Scratch"
28,"Secret Power"
28,"Seismic Toss"
28,"Skull Bash"
28,"Slash"
28,"Sleep Talk"
28,"Snore"
28,"Spikes"
28,"Strength"
28,"Submission"
28,"Substitute"
28,"Sunny Day"
28,"Super Fang"
28,"Swagger"
28,"Swift"
28,"Swords Dance"
28,"Take Down"
28,"Thief"
28,"Toxic"
29,"Aerial Ace"
29,"Attract"
29,"Beat Up"
29,"Bide"
29,"Bite"
29,"Blizzard"
29,"Body Slam"
29,"Charm"
29,"Counter"
29,"Crunch"
29,"Curse"
29,"Cut"
29,"Defense Curl"
29,"Detect"
29,"Dig"
29,"Disable"
29,"Double-Edge"
29,"Double Kick"
29,"Double Team"
29,"Endure"
29,"Facade"
29,"Flatter"
29,"Focus Energy"
29,"Frustration"
29,"Fury Swipes"
29,"Growl"
29,"Headbutt"
29,"Helping Hand"
29,"Hidden Power"
29,"Ice Beam"
29,"Iron Tail"
29,"Mimic"
29,"Mud-Slap"
29,"Poison Fang"
29,"Poison Sting"
29,"Poison Tail"
29,"Protect"
29,"Pursuit"
29,"Rage"
29,"Rain Dance"
29,"Reflect"
29,"Rest"
29,"Return"
29,"Rock Smash"
29,"Scratch"
29,"Secret Power"
29,"Shock Wave"
29,"Skull Bash"
29,"Sleep Talk"
29,"Sludge Bomb"
29,"Snore"
29,"Strength"
29,"Substitute"
29,"Sunny Day"
29,"Super Fang"
29,"Supersonic"
29,"Swagger"
29,"Tackle"
29,"Tail Whip"
29,"Take Down"
29,"Thief"
29,"Thunder"
29,"Thunderbolt"
29,"Toxic"
29,"Water Pulse"
30,"Aerial Ace"
30,"Attract"
30,"Beat Up"
30,"Bide"
30,"Bite"
30,"Blizzard"
30,"Body Slam"
30,"Bubble Beam"
30,"Charm"
30,"Counter"
30,"Crunch"
30,"Curse"
30,"Cut"
30,"Defense Curl"
30,"Detect"
30,"Dig"
30,"Double-Edge"
30,"Double Kick"
30,"Double Team"
30,"Endure"
30,"Facade"
30,"Flatter"
30,"Focus Energy"
30,"Frustration"
30,"Fury Swipes"
30,"Growl"
30,"Headbutt"
30,"Helping Hand"
30,"Hidden Power"
30,"Horn Drill"
30,"Ice Beam"
30,"Iron Tail"
30,"Mimic"
30,"Mud-Slap"
30,"Poison Fang"
30,"Poison Sting"
30,"Protect"
30,"Rage"
30,"Rain Dance"
30,"Reflect"
30,"Rest"
30,"Return"
30,"Rock Smash"
30,"Scratch"
30,"Secret Power"
30,"Shock Wave"
30,"Skull Bash"
30,"Sleep Talk"
30,"Sludge Bomb"
30,"Snore"
30,"Strength"
30,"Substitute"
30,"Sunny Day"
30,"Super Fang"
30,"Swagger"
30,"Tackle"
30,"Tail Whip"
30,"Take Down"
30,"Thief"
30,"Thunder"
30,"Thunderbolt"
30,"Toxic"
30,"Water Gun"
30,"Water Pulse"
31,"Aerial Ace"
31,"Attract"
31,"Beat Up"
31,"Bide"
31,"Bite"
31,"Blizzard"
31,"Body Slam"
31,"Brick Break"
31,"Bubble Beam"
31,"Charm"
31,"Counter"
31,"Crunch"
31,"Curse"
31,"Cut"
31,"Defense Curl"
31,"Detect"
31,"Dig"
31,"Double-Edge"
31,"Double Kick"
31,"Double Team"
31,"Dynamic Punch"
31,"Earthquake"
31,"Endure"
31,"Facade"
31,"Fire Blast"
31,"Fire Punch"
31,"Fissure"
31,"Flamethrower"
31,"Flatter"
31,"Focus Energy"
31,"Focus Punch"
31,"Frustration"
31,"Fury Cutter"
31,"Fury Swipes"
31,"Growl"
31,"Headbutt"
31,"Helping Hand"
31,"Hidden Power"
31,"Horn Drill"
31,"Hyper Beam"
31,"Ice Beam"
31,"Ice Punch"
31,"Icy Wind"
31,"Iron Tail"
31,"Mega Kick"
31,"Mega Punch"
31,"Mimic"
31,"Mud Shot"
31,"Mud-Slap"
31,"Outrage"
31,"Pay Day"
31,"Poison Sting"
31,"Protect"
31,"Rage"
31,"Rain Dance"
31,"Reflect"
31,"Rest"
31,"Return"
31,"Roar"
31,"Rock Blast"
31,"Rock Slide"
31,"Rock Smash"
31,"Rock Tomb"
31,"Sandstorm"
31,"Sand Tomb"
31,"Scratch"
31,"Secret Power"
31,"Seismic Toss"
31,"Shadow Ball"
31,"Shock Wave"
31,"Skull Bash"
31,"Sleep Talk"
31,"Sludge Bomb"
31,"Snore"
31,"Strength"
31,"Submission"
31,"Substitute"
31,"Sunny Day"
31,"Super Fang"
31,"Superpower"
31,"Supersonic"
31,"Surf"
31,"Swagger"
31,"Tackle"
31,"Tail Whip"
31,"Take Down"
31,"Taunt"
31,"Thief"
31,"Thunder"
31,"Thunderbolt"
31,"Thunder Punch"
31,"Torment"
31,"Toxic"
31,"Uproar"
31,"Water Gun"
31,"Water Pulse"
31,"Whirlpool"
32,"Amnesia"
32,"Attract"
32,"Beat Up"
32,"Bide"
32,"Blizzard"
32,"Body Slam"
32,"Confusion"
32,"Counter"
32,"Curse"
32,"Cut"
32,"Defense Curl"
32,"Detect"
32,"Dig"
32,"Disable"
32,"Double-Edge"
32,"Double Kick"
32,"Double Team"
32,"Endure"
32,"Facade"
32,"Flatter"
32,"Focus Energy"
32,"Frustration"
32,"Fury Attack"
32,"Headbutt"
32,"Helping Hand"
32,"Hidden Power"
32,"Horn Attack"
32,"Horn Drill"
32,"Ice Beam"
32,"Iron Tail"
32,"Leer"
32,"Mimic"
32,"Mud-Slap"
32,"Peck"
32,"Poison Sting"
32,"Poison Tail"
32,"Protect"
32,"Rage"
32,"Rain Dance"
32,"Reflect"
32,"Rest"
32,"Return"
32,"Rock Smash"
32,"Secret Power"
32,"Shock Wave"
32,"Skull Bash"
32,"Sleep Talk"
32,"Sludge Bomb"
32,"Snore"
32,"Strength"
32,"Substitute"
32,"Sunny Day"
32,"Super Fang"
32,"Supersonic"
32,"Swagger"
32,"Tackle"
32,"Take Down"
32,"Thief"
32,"Thrash"
32,"Thunder"
32,"Thunderbolt"
32,"Toxic"
32,"Water Pulse"
33,"Amnesia"
33,"Attract"
33,"Beat Up"
33,"Bide"
33,"Blizzard"
33,"Body Slam"
33,"Bubble Beam"
33,"Counter"
33,"Curse"
33,"Cut"
33,"Defense Curl"
33,"Detect"
33,"Dig"
33,"Double-Edge"
33,"Double Kick"
33,"Double Team"
33,"Endure"
33,"Facade"
33,"Flatter"
33,"Focus Energy"
33,"Frustration"
33,"Fury Attack"
33,"Headbutt"
33,"Helping Hand"
33,"Hidden Power"
33,"Horn Attack"
33,"Horn Drill"
33,"Ice Beam"
33,"Iron Tail"
33,"Leer"
33,"Mimic"
33,"Mud-Slap"
33,"Peck"
33,"Poison Sting"
33,"Protect"
33,"Rage"
33,"Rain Dance"
33,"Reflect"
33,"Rest"
33,"Return"
33,"Rock Smash"
33,"Secret Power"
33,"Shock Wave"
33,"Skull Bash"
33,"Sleep Talk"
33,"Sludge Bomb"
33,"Snore"
33,"Strength"
33,"Substitute"
33,"Sunny Day"
33,"Super Fang"
33,"Swagger"
33,"Tackle"
33,"Take Down"
33,"Thief"
33,"Thunder"
33,"Thunderbolt"
33,"Toxic"
33,"Water Gun"
33,"Water Pulse"
34,"Amnesia"
34,"Attract"
34,"Beat Up"
34,"Bide"
34,"Blizzard"
34,"Body Slam"
34,"Brick Break"
34,"Bubble Beam"
34,"Counter"
34,"Curse"
34,"Cut"
34,"Defense Curl"
34,"Detect"
34,"Dig"
34,"Double-Edge"
34,"Double Kick"
34,"Double Team"
34,"Dynamic Punch"
34,"Earthquake"
34,"Endure"
34,"Facade"
34,"Fire Blast"
34,"Fire Punch"
34,"Fissure"
34,"Flamethrower"
34,"Flatter"
34,"Focus Energy"
34,"Focus Punch"
34,"Frustration"
34,"Fury Attack"
34,"Fury Cutter"
34,"Headbutt"
34,"Helping Hand"
34,"Hidden Power"
34,"Horn Attack"
34,"Horn Drill"
34,"Hyper Beam"
34,"Ice Beam"
34,"Ice Punch"
34,"Icy Wind"
34,"Iron Tail"
34,"Leer"
34,"Megahorn"
34,"Mega Kick"
34,"Mega Punch"
34,"Mimic"
34,"Mud Shot"
34,"Mud-Slap"
34,"Outrage"
34,"Pay Day"
34,"Peck"
34,"Poison Sting"
34,"Protect"
34,"Rage"
34,"Rain Dance"
34,"Reflect"
34,"Rest"
34,"Return"
34,"Roar"
34,"Rock Blast"
34,"Rock Slide"
34,"Rock Smash"
34,"Rock Tomb"
34,"Sandstorm"
34,"Sand Tomb"
34,"Secret Power"
34,"Seismic Toss"
34,"Shadow Ball"
34,"Shock Wave"
34,"Skull Bash"
34,"Sleep Talk"
34,"Sludge Bomb"
34,"Snore"
34,"Strength"
34,"Submission"
34,"Substitute"
34,"Sunny Day"
34,"Super Fang"
34,"Superpower"
34,"Supersonic"
34,"Surf"
34,"Swagger"
34,"Tackle"
34,"Take Down"
34,"Taunt"
34,"Thief"
34,"Thrash"
34,"Thunder"
34,"Thunderbolt"
34,"Thunder Punch"
34,"Torment"
34,"Toxic"
34,"Uproar"
34,"Water Gun"
34,"Water Pulse"
34,"Whirlpool"
35,"Amnesia"
35,"Attract"
35,"Baton Pass"
35,"Bide"
35,"Blizzard"
35,"Body Slam"
35,"Bounce"
35,"Brick Break"
35,"Bubble Beam"
35,"Calm Mind"
35,"Charm"
35,"Cosmic Power"
35,"Counter"
35,"Covet"
35,"Curse"
35,"Defense Curl"
35,"Detect"
35,"Dig"
35,"Double-Edge"
35,"Double Slap"
35,"Double Team"
35,"Dream Eater"
35,"Dynamic Punch"
35,"Encore"
35,"Endeavor"
35,"Endure"
35,"Facade"
35,"Fake Tears"
35,"Fire Blast"
35,"Fire Punch"
35,"Flamethrower"
35,"Flash"
35,"Focus Punch"
35,"Follow Me"
35,"Frustration"
35,"Growl"
35,"Headbutt"
35,"Heal Bell"
35,"Helping Hand"
35,"Hidden Power"
35,"Hyper Voice"
35,"Ice Beam"
35,"Ice Punch"
35,"Icy Wind"
35,"Imprison"
35,"Iron Tail"
35,"Knock Off"
35,"Light Screen"
35,"Magical Leaf"
35,"Magic Coat"
35,"Mega Kick"
35,"Mega Punch"
35,"Meteor Mash"
35,"Metronome"
35,"Mimic"
35,"Minimize"
35,"Mist"y"Explosion"
35,"Moonlight"
35,"Mud-Slap"
35,"Nightmare"
35,"Pound"
35,"Protect"
35,"Psychic"
35,"Psych Up"
35,"Psywave"
35,"Rage"
35,"Rain Dance"
35,"Reflect"
35,"Rest"
35,"Return"
35,"Rock Smash"
35,"Role Play"
35,"Rollout"
35,"Safeguard"
35,"Secret Power"
35,"Seismic Toss"
35,"Shadow Ball"
35,"Shock Wave"
35,"Signal Beam"
35,"Sing"
35,"Skull Bash"
35,"Sleep Talk"
35,"Snatch"
35,"Snore"
35,"Soft-Boiled"
35,"Solar Beam"
35,"Splash"
35,"Strength"
35,"Submission"
35,"Substitute"
35,"Sunny Day"
35,"Swagger"
35,"Sweet Kiss"
35,"Take Down"
35,"Teleport"
35,"Thunder"
35,"Thunderbolt"
35,"Thunder Punch"
35,"Thunder Wave"
35,"Toxic"
35,"Tri Attack"
35,"Trick"
35,"Uproar"
35,"Water Gun"
35,"Water Pulse"
35,"Zap Cannon"
36,"Amnesia"
36,"Attract"
36,"Baton Pass"
36,"Bide"
36,"Blizzard"
36,"Body Slam"
36,"Bounce"
36,"Brick Break"
36,"Bubble Beam"
36,"Calm Mind"
36,"Charm"
36,"Cosmic Power"
36,"Counter"
36,"Covet"
36,"Curse"
36,"Defense Curl"
36,"Detect"
36,"Dig"
36,"Double-Edge"
36,"Double Slap"
36,"Double Team"
36,"Dream Eater"
36,"Dynamic Punch"
36,"Encore"
36,"Endeavor"
36,"Endure"
36,"Facade"
36,"Fake Tears"
36,"Fire Blast"
36,"Fire Punch"
36,"Flamethrower"
36,"Flash"
36,"Focus Punch"
36,"Follow Me"
36,"Frustration"
36,"Growl"
36,"Headbutt"
36,"Heal Bell"
36,"Helping Hand"
36,"Hidden Power"
36,"Hyper Beam"
36,"Hyper Voice"
36,"Ice Beam"
36,"Ice Punch"
36,"Icy Wind"
36,"Imprison"
36,"Iron Tail"
36,"Knock Off"
36,"Light Screen"
36,"Magical Leaf"
36,"Magic Coat"
36,"Mega Kick"
36,"Mega Punch"
36,"Meteor Mash"
36,"Metronome"
36,"Mimic"
36,"Minimize"
36,"Mist"y"Explosion"
36,"Moonlight"
36,"Mud-Slap"
36,"Nightmare"
36,"Pound"
36,"Protect"
36,"Psychic"
36,"Psych Up"
36,"Psywave"
36,"Rage"
36,"Rain Dance"
36,"Reflect"
36,"Rest"
36,"Return"
36,"Rock Smash"
36,"Role Play"
36,"Rollout"
36,"Safeguard"
36,"Secret Power"
36,"Seismic Toss"
36,"Shadow Ball"
36,"Shock Wave"
36,"Signal Beam"
36,"Sing"
36,"Skull Bash"
36,"Sleep Talk"
36,"Snatch"
36,"Snore"
36,"Soft-Boiled"
36,"Solar Beam"
36,"Splash"
36,"Strength"
36,"Submission"
36,"Substitute"
36,"Sunny Day"
36,"Swagger"
36,"Sweet Kiss"
36,"Take Down"
36,"Teleport"
36,"Thunder"
36,"Thunderbolt"
36,"Thunder Punch"
36,"Thunder Wave"
36,"Toxic"
36,"Tri Attack"
36,"Trick"
36,"Uproar"
36,"Water Gun"
36,"Water Pulse"
36,"Zap Cannon"
37,"Agility"
37,"Attract"
37,"Bide"
37,"Body Slam"
37,"Charm"
37,"Confuse Ray"
37,"Covet"
37,"Curse"
37,"Dig"
37,"Disable"
37,"Double-Edge"
37,"Double Team"
37,"Ember"
37,"Encore"
37,"Endure"
37,"Extrasensory"
37,"Facade"
37,"Feint Attack"
37,"Fire Blast"
37,"Fire Spin"
37,"Flail"
37,"Flamethrower"
37,"Frustration"
37,"Grudge"
37,"Headbutt"
37,"Heat Wave"
37,"Hidden Power"
37,"Howl"
37,"Hypnosis"
37,"Imprison"
37,"Iron Tail"
37,"Memento"
37,"Mimic"
37,"Overheat"
37,"Pain Split"
37,"Protect"
37,"Psych Up"
37,"Quick Attack"
37,"Rage"
37,"Reflect"
37,"Rest"
37,"Return"
37,"Roar"
37,"Role Play"
37,"Safeguard"
37,"Secret Power"
37,"Skull Bash"
37,"Sleep Talk"
37,"Snore"
37,"Spite"
37,"Substitute"
37,"Sunny Day"
37,"Swagger"
37,"Swift"
37,"Tackle"
37,"Tail Whip"
37,"Take Down"
37,"Toxic"
37,"Weather Ball"
37,"Will-O-Wisp"
38,"Agility"
38,"Attract"
38,"Bide"
38,"Body Slam"
38,"Calm Mind"
38,"Confuse Ray"
38,"Covet"
38,"Curse"
38,"Dig"
38,"Disable"
38,"Double-Edge"
38,"Double Team"
38,"Dream Eater"
38,"Ember"
38,"Encore"
38,"Endure"
38,"Extrasensory"
38,"Facade"
38,"Fake Tears"
38,"Fire Blast"
38,"Fire Spin"
38,"Flamethrower"
38,"Frustration"
38,"Grudge"
38,"Headbutt"
38,"Heat Wave"
38,"Hidden Power"
38,"Hyper Beam"
38,"Hypnosis"
38,"Imprison"
38,"Iron Tail"
38,"Mimic"
38,"Overheat"
38,"Pain Split"
38,"Protect"
38,"Psych Up"
38,"Quick Attack"
38,"Rage"
38,"Reflect"
38,"Rest"
38,"Return"
38,"Roar"
38,"Role Play"
38,"Safeguard"
38,"Secret Power"
38,"Shadow Ball"
38,"Skull Bash"
38,"Sleep Talk"
38,"Snore"
38,"Solar Beam"
38,"Spite"
38,"Substitute"
38,"Sunny Day"
38,"Swagger"
38,"Swift"
38,"Tackle"
38,"Tail Whip"
38,"Take Down"
38,"Toxic"
38,"Weather Ball"
38,"Will-O-Wisp"
39,"Attract"
39,"Baton Pass"
39,"Bide"
39,"Blizzard"
39,"Body Slam"
39,"Bounce"
39,"Brick Break"
39,"Bubble Beam"
39,"Charm"
39,"Counter"
39,"Covet"
39,"Curse"
39,"Defense Curl"
39,"Detect"
39,"Dig"
39,"Disable"
39,"Double-Edge"
39,"Double Slap"
39,"Double Team"
39,"Dream Eater"
39,"Dynamic Punch"
39,"Endeavor"
39,"Endure"
39,"Facade"
39,"Fake Tears"
39,"Fire Blast"
39,"Fire Punch"
39,"Flamethrower"
39,"Flash"
39,"Focus Punch"
39,"Frustration"
39,"Headbutt"
39,"Heal Bell"
39,"Helping Hand"
39,"Hidden Power"
39,"Hyper Voice"
39,"Ice Beam"
39,"Ice Punch"
39,"Icy Wind"
39,"Knock Off"
39,"Light Screen"
39,"Magic Coat"
39,"Mega Kick"
39,"Mega Punch"
39,"Mimic"
39,"Mist"y"Explosion"
39,"Mud-Slap"
39,"Nightmare"
39,"Pain Split"
39,"Pound"
39,"Protect"
39,"Psychic"
39,"Psych Up"
39,"Psywave"
39,"Rage"
39,"Rain Dance"
39,"Reflect"
39,"Rest"
39,"Return"
39,"Role Play"
39,"Rollout"
39,"Safeguard"
39,"Screech"
39,"Secret Power"
39,"Seismic Toss"
39,"Self-Destruct"
39,"Shadow Ball"
39,"Shock Wave"
39,"Sing"
39,"Skull Bash"
39,"Sleep Talk"
39,"Snatch"
39,"Snore"
39,"Solar Beam"
39,"Spit Up"
39,"Stockpile"
39,"Strength"
39,"Submission"
39,"Substitute"
39,"Sunny Day"
39,"Swagger"
39,"Swallow"
39,"Sweet Kiss"
39,"Take Down"
39,"Teleport"
39,"Thunder"
39,"Thunderbolt"
39,"Thunder Punch"
39,"Thunder Wave"
39,"Toxic"
39,"Tri Attack"
39,"Uproar"
39,"Water Gun"
39,"Water Pulse"
39,"Zap Cannon"
40,"Attract"
40,"Baton Pass"
40,"Bide"
40,"Blizzard"
40,"Body Slam"
40,"Bounce"
40,"Brick Break"
40,"Bubble Beam"
40,"Charm"
40,"Counter"
40,"Covet"
40,"Curse"
40,"Defense Curl"
40,"Detect"
40,"Dig"
40,"Disable"
40,"Double-Edge"
40,"Double Slap"
40,"Double Team"
40,"Dream Eater"
40,"Dynamic Punch"
40,"Endeavor"
40,"Endure"
40,"Facade"
40,"Fake Tears"
40,"Fire Blast"
40,"Fire Punch"
40,"Flamethrower"
40,"Flash"
40,"Focus Punch"
40,"Frustration"
40,"Headbutt"
40,"Heal Bell"
40,"Helping Hand"
40,"Hidden Power"
40,"Hyper Beam"
40,"Hyper Voice"
40,"Ice Beam"
40,"Ice Punch"
40,"Icy Wind"
40,"Knock Off"
40,"Light Screen"
40,"Magic Coat"
40,"Mega Kick"
40,"Mega Punch"
40,"Mimic"
40,"Minimize"
40,"Mist"y"Explosion"
40,"Mud-Slap"
40,"Nightmare"
40,"Pain Split"
40,"Pound"
40,"Protect"
40,"Psychic"
40,"Psych Up"
40,"Psywave"
40,"Rage"
40,"Rain Dance"
40,"Reflect"
40,"Rest"
40,"Return"
40,"Role Play"
40,"Rollout"
40,"Safeguard"
40,"Screech"
40,"Secret Power"
40,"Seismic Toss"
40,"Self-Destruct"
40,"Shadow Ball"
40,"Shock Wave"
40,"Sing"
40,"Skull Bash"
40,"Sleep Talk"
40,"Snatch"
40,"Snore"
40,"Solar Beam"
40,"Spit Up"
40,"Stockpile"
40,"Strength"
40,"Submission"
40,"Substitute"
40,"Sunny Day"
40,"Swagger"
40,"Swallow"
40,"Sweet Kiss"
40,"Take Down"
40,"Teleport"
40,"Thunder"
40,"Thunderbolt"
40,"Thunder Punch"
40,"Thunder Wave"
40,"Toxic"
40,"Tri Attack"
40,"Uproar"
40,"Water Gun"
40,"Water Pulse"
40,"Zap Cannon"
41,"Absorb"
41,"Aerial Ace"
41,"Agility"
41,"Air Cutter"
41,"Astonish"
41,"Attract"
41,"Bide"
41,"Bite"
41,"Confuse Ray"
41,"Crunch"
41,"Curse"
41,"Detect"
41,"Double-Edge"
41,"Double Team"
41,"Endure"
41,"Facade"
41,"Feint Attack"
41,"Fly"
41,"Frustration"
41,"Giga Drain"
41,"Gust"
41,"Haze"
41,"Headbutt"
41,"Heat Wave"
41,"Hidden Power"
41,"Hypnosis"
41,"Leech Life"
41,"Mean Look"
41,"Mega Drain"
41,"Mimic"
41,"Poison Fang"
41,"Protect"
41,"Pursuit"
41,"Quick Attack"
41,"Rage"
41,"Rain Dance"
41,"Razor Wind"
41,"Rest"
41,"Return"
41,"Secret Power"
41,"Shadow Ball"
41,"Sleep Talk"
41,"Sludge Bomb"
41,"Snatch"
41,"Snore"
41,"Steel Wing"
41,"Substitute"
41,"Sunny Day"
41,"Super Fang"
41,"Supersonic"
41,"Swagger"
41,"Swift"
41,"Take Down"
41,"Taunt"
41,"Thief"
41,"Torment"
41,"Toxic"
41,"Twister"
41,"Uproar"
41,"Whirlwind"
41,"Wing Attack"
42,"Absorb"
42,"Aerial Ace"
42,"Agility"
42,"Air Cutter"
42,"Astonish"
42,"Attract"
42,"Bide"
42,"Bite"
42,"Confuse Ray"
42,"Crunch"
42,"Curse"
42,"Detect"
42,"Double-Edge"
42,"Double Team"
42,"Endure"
42,"Facade"
42,"Fly"
42,"Frustration"
42,"Giga Drain"
42,"Haze"
42,"Headbutt"
42,"Heat Wave"
42,"Hidden Power"
42,"Hyper Beam"
42,"Leech Life"
42,"Mean Look"
42,"Mega Drain"
42,"Mimic"
42,"Poison Fang"
42,"Protect"
42,"Quick Attack"
42,"Rage"
42,"Rain Dance"
42,"Razor Wind"
42,"Rest"
42,"Return"
42,"Screech"
42,"Secret Power"
42,"Shadow Ball"
42,"Sleep Talk"
42,"Sludge Bomb"
42,"Snatch"
42,"Snore"
42,"Steel Wing"
42,"Substitute"
42,"Sunny Day"
42,"Super Fang"
42,"Supersonic"
42,"Swagger"
42,"Swift"
42,"Take Down"
42,"Taunt"
42,"Thief"
42,"Torment"
42,"Toxic"
42,"Twister"
42,"Uproar"
42,"Whirlwind"
42,"Wing Attack"
43,"Absorb"
43,"Acid"
43,"Attract"
43,"Bide"
43,"Bullet Seed"
43,"Charm"
43,"Curse"
43,"Cut"
43,"Double-Edge"
43,"Double Team"
43,"Endure"
43,"Facade"
43,"Flail"
43,"Flash"
43,"Frustration"
43,"Giga Drain"
43,"Growth"
43,"Headbutt"
43,"Hidden Power"
43,"Ingrain"
43,"Leech Seed"
43,"Mega Drain"
43,"Mimic"
43,"Moonlight"
43,"Nature Power"
43,"Petal Dance"
43,"Poison Powder"
43,"Protect"
43,"Rage"
43,"Razor Leaf"
43,"Reflect"
43,"Rest"
43,"Return"
43,"Secret Power"
43,"Sleep Powder"
43,"Sleep Talk"
43,"Sludge Bomb"
43,"Snore"
43,"Solar Beam"
43,"Stun Spore"
43,"Substitute"
43,"Sunny Day"
43,"Swagger"
43,"Sweet Scent"
43,"Swords Dance"
43,"Synthesis"
43,"Take Down"
43,"Teeter Dance"
43,"Tickle"
43,"Toxic"
44,"Absorb"
44,"Acid"
44,"Attract"
44,"Bide"
44,"Bullet Seed"
44,"Charm"
44,"Curse"
44,"Cut"
44,"Double-Edge"
44,"Double Team"
44,"Endure"
44,"Facade"
44,"Flash"
44,"Frustration"
44,"Giga Drain"
44,"Growth"
44,"Headbutt"
44,"Hidden Power"
44,"Mega Drain"
44,"Mimic"
44,"Moonlight"
44,"Nature Power"
44,"Petal Dance"
44,"Poison Powder"
44,"Protect"
44,"Rage"
44,"Razor Leaf"
44,"Reflect"
44,"Rest"
44,"Return"
44,"Secret Power"
44,"Sleep Powder"
44,"Sleep Talk"
44,"Sludge Bomb"
44,"Snore"
44,"Solar Beam"
44,"Stun Spore"
44,"Substitute"
44,"Sunny Day"
44,"Swagger"
44,"Sweet Scent"
44,"Swords Dance"
44,"Synthesis"
44,"Take Down"
44,"Toxic"
45,"Absorb"
45,"Acid"
45,"Aromatherapy"
45,"Attract"
45,"Bide"
45,"Body Slam"
45,"Bullet Seed"
45,"Charm"
45,"Curse"
45,"Cut"
45,"Double-Edge"
45,"Double Team"
45,"Endure"
45,"Facade"
45,"Flash"
45,"Frustration"
45,"Giga Drain"
45,"Growth"
45,"Headbutt"
45,"Hidden Power"
45,"Hyper Beam"
45,"Mega Drain"
45,"Mimic"
45,"Moonlight"
45,"Nature Power"
45,"Petal Dance"
45,"Poison Powder"
45,"Protect"
45,"Rage"
45,"Reflect"
45,"Rest"
45,"Return"
45,"Safeguard"
45,"Secret Power"
45,"Sleep Powder"
45,"Sleep Talk"
45,"Sludge Bomb"
45,"Snore"
45,"Solar Beam"
45,"Stun Spore"
45,"Substitute"
45,"Sunny Day"
45,"Swagger"
45,"Sweet Scent"
45,"Swords Dance"
45,"Synthesis"
45,"Take Down"
45,"Toxic"
46,"Absorb"
46,"Aerial Ace"
46,"Agility"
46,"Aromatherapy"
46,"Attract"
46,"Bide"
46,"Body Slam"
46,"Brick Break"
46,"Bullet Seed"
46,"Counter"
46,"Curse"
46,"Cut"
46,"Dig"
46,"Double-Edge"
46,"Double Team"
46,"Endure"
46,"Facade"
46,"False Swipe"
46,"Flail"
46,"Flash"
46,"Frustration"
46,"Fury Cutter"
46,"Fury Swipes"
46,"Giga Drain"
46,"Growth"
46,"Headbutt"
46,"Hidden Power"
46,"Knock Off"
46,"Leech Life"
46,"Leech Seed"
46,"Light Screen"
46,"Mega Drain"
46,"Metal Claw"
46,"Mimic"
46,"Nature Power"
46,"Poison Powder"
46,"Protect"
46,"Psybeam"
46,"Pursuit"
46,"Rage"
46,"Reflect"
46,"Refresh"
46,"Rest"
46,"Return"
46,"Rock Smash"
46,"Scratch"
46,"Screech"
46,"Secret Power"
46,"Skull Bash"
46,"Slash"
